"","line","invasive1","cost1","y1","spec101","spec251","prot251","prot501","invasive2","cost2","y2","spec102","spec252","prot252","prot502","invasive3","cost3","y3","spec103","spec253","prot253","prot503","respid","male","agegr","q1","q2","q3","q4","q4_other","q5_1","q5_2","q5_3","q6","q7","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","block","choice1","choice2","choice3","choice4","choice5","choice6","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q22_7","q22_8","q22_9","q22_10","q23_1","q23_2","q24_1","q24_2","q24_3","q24_4","q24_5","q24_6","q24_7","q25_1","q25_2","q28","angling","scuba","q31","q32","q33","q34","earner","q36_1","q36_2","q36_3","edu","job","age","country","dist_db","dist_coast","dist_nsea","dist2_db","dist2_coast","dist2_nsea","inttime","resumed","income","lnincome","hhsize","children","child","firstcard","job1","job2","job3","job4","job5","job6","job7","job8","certainty1","certainty2","certainty3","certainty4","certainty5","certainty6","certainty","status","secfish","secrenew","secoil","secmarine","marinesector","coast1m","coast2m","coast4m","coast6m","coast10m","coast25m","coast50m","tottime","lntottime","tottimek","tottimek2","incomek","id","set","ASC21","ASC22","ASC23","ASC31","ASC32","ASC33"
"36",36,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,129,0,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,0,1,2,0,0,0,NA,2,1,0,1,1,1,1,1,4,3,3,2,2,2,3,1,5,3,5,5,5,4,3,3,4,4,4,1,1,2,4,5,3,4,1,1,0,0,0,2,3,8,2,0,0,2,0,3,5,59,1,272.559387207031,11.5097665786743,11.5097665786743,259.730834960938,7.13568782806396,7.13568782806396,11.77,1,1500,7.3132205,2,0,0,5,0,0,0,0,1,0,0,0,3,5,3,4,3,5,23,0,0,0,0,0,0,0,0,0,1,1,1,1,706.20001,6.5598984,0.7062,0.49871844,1.5,6,6,0,1,0,0,0,1
"37",37,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,1,0,1,0,0,0,1
"38",38,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,2,0,1,0,0,0,1
"39",39,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,3,0,1,0,0,0,1
"40",40,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,4,0,1,0,0,0,1
"41",41,1,0,0,0,0,0,0,0,10,0,0,1,0,1,1,20,1,1,0,0,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,5,0,1,0,0,0,1
"42",42,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,0.94379997,0.8907584,12,7,6,0,1,0,0,0,1
"43",43,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,1,0,1,0,0,0,1
"44",44,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,2,0,1,0,0,0,1
"45",45,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,3,0,1,0,0,0,1
"46",46,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,4,0,1,0,0,0,1
"47",47,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,5,0,1,0,0,0,1
"48",48,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,0.5,8,6,0,1,0,0,0,1
"49",49,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,1,0,1,0,0,0,1
"50",50,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,2,0,1,0,0,0,1
"51",51,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,3,0,1,0,0,0,1
"52",52,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,4,0,1,0,0,0,1
"53",53,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,5,0,1,0,0,0,1
"54",54,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,6,0,1,0,0,0,1
"55",55,1,0,0,0,0,0,0,0,30,0,0,0,1,0,0,30,1,0,1,0,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,1,0,1,0,0,0,1
"56",56,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,2,0,1,0,0,0,1
"57",57,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,3,0,1,0,0,0,1
"58",58,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,4,0,1,0,0,0,1
"59",59,1,0,0,0,0,0,0,0,10,0,0,1,0,1,1,20,1,1,0,0,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,5,0,1,0,0,0,1
"60",60,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,0.98700005,0.97416908,1.5,10,6,0,1,0,0,0,1
"61",61,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,1,0,1,0,0,0,1
"62",62,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,2,0,1,0,0,0,1
"63",63,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,3,0,1,0,0,0,1
"64",64,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,4,0,1,0,0,0,1
"65",65,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,5,0,1,0,0,0,1
"66",66,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,6,0,1,0,0,0,1
"67",67,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,1,0,1,0,0,0,1
"68",68,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,2,0,1,0,0,0,1
"69",69,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,3,0,1,0,0,0,1
"70",70,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,4,0,1,0,0,0,1
"71",71,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,5,0,1,0,0,0,1
