line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
90,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,139,1,1,4,1,4,1,2,,,,,,,,,,2,3,4,3,3,4,5,4,3,4,4,5,4,3,3,5,4,4,5,4,4,2,5,1,24,1,12.42,1,1500,1,0,0,0,0,0,0,15,6
91,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,1
92,0,0,1,0,0,0,0,0,30,0,0,0,0,1,0,10,0,0,1,1,0,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,2
93,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,3
94,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,4
95,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,5
96,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,141,1,6,4,1,1,1,1,,,,,,,,,,3,4,4,3,3,2,3,3,4,4,4,3,2,2,3,4,4,4,4,2,1,2,4,8,77,3,28.129999,1,1500,0,0,1,0,0,0,0,16,6
97,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,1
98,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,2
99,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,3
100,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,4
101,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,5
102,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,142,1,5,4,2,2,2,1,,,,,,,,,,2,4,4,4,4,4,4,2,4,4,4,4,2,2,2,4,4,4,4,2,3,3,3,8,62,1,10.73,1,2500,1,0,0,0,0,1,0,17,6
103,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,1
104,0,0,1,0,0,0,0,0,30,0,0,0,0,1,0,10,0,0,1,1,0,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,2
105,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,60,0,0,0,0,1,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,3
106,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,4
107,0,0,1,0,0,0,0,1,10,0,0,1,0,1,0,20,0,1,0,0,0,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,5
108,0,0,1,0,0,0,0,1,60,0,0,1,0,0,0,10,0,1,0,1,0,145,1,6,4,3,2,1,1,,,,,,,,,,2,4,4,4,3,4,3,3,3,3,2,2,3,2,2,3,5,4,4,2,2,4,4,8,68,1,19.98,1,4000,1,0,0,0,0,0,0,18,6
109,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,1
110,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,2
111,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,3
112,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,4
113,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,5
114,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,147,0,1,4,2,2,2,2,,,,,,,,,,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,3,6,5,7,24,2,14.48,1,8000,0,1,0,0,0,1,0,19,6
115,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,1
116,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,2
117,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,3
118,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,4
119,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,5
120,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,148,1,5,4,1,1,1,1,,,,,,,,,,2,4,2,3,3,4,5,5,5,5,5,7,3,3,4,5,5,5,5,3,3,3,2,1,64,1,18.25,1,2500,1,0,0,0,0,0,0,20,6
121,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,1
122,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,2
123,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,3
124,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,20,1,1,0,0,1,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,4
125,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,5
126,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,149,0,1,4,1,2,2,1,,,,,,,,,,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,7,3,7,19,1,448.76999,1,12000,1,0,0,0,0,0,0,21,6
127,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,1
128,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,10,0,0,1,1,0,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,2
129,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,3
130,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1,20,1,1,0,0,1,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,4
131,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,5
132,0,0,0,0,0,0,0,1,60,1,0,1,0,0,0,10,0,1,0,1,0,151,1,3,4,2,2,2,2,,,,,,,,,,2,3,2,3,3,3,3,3,3,3,5,5,3,4,3,4,4,3,3,4,3,2,2,1,35,1,10.18,1,1500,1,0,0,0,0,0,0,22,6
133,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,1
134,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,2
135,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,60,0,0,0,0,1,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,3
136,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,4
137,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,5
138,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,154,1,2,4,2,2,2,2,,,,,,,,,,4,3,3,3,3,3,2,3,4,3,5,5,3,2,3,4,3,2,3,3,3,2,3,3,26,1,7.9000001,1,1500,1,0,0,0,0,0,0,23,6
139,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,1
140,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,2
141,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,3
142,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,4
143,0,0,1,0,0,0,0,1,10,0,0,1,0,1,0,20,0,1,0,0,0,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,5
144,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,155,1,2,4,1,2,2,1,,,,,,,,,,3,3,4,4,3,2,4,3,4,3,3,4,2,1,3,3,5,4,3,2,2,2,2,1,29,1,16.15,1,1500,1,0,0,0,0,0,0,24,6
145,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,1
146,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,2
147,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,60,0,0,0,0,1,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,3
148,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,4
149,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,5
150,0,0,1,0,0,0,0,1,60,0,0,1,0,0,0,10,0,1,0,1,0,156,1,6,4,2,2,2,1,,,,,,,,,,3,4,4,4,3,3,4,2,4,4,3,5,3,4,3,3,4,3,3,3,3,4,2,8,69,1,17.120001,1,4000,1,0,0,0,0,0,0,25,6
151,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,30,1,0,1,0,0,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,1
152,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,10,0,0,1,1,0,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,2
153,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,3
154,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,4
155,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,20,1,1,0,0,0,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,5
156,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,157,0,3,4,1,1,1,3,,,,,,,,,,2,2,2,3,4,4,5,4,4,2,6,6,4,2,4,4,4,4,4,4,4,1,6,6,38,1,16.1,1,500,1,0,0,0,0,0,0,26,6
157,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,1
158,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,2
159,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,60,0,0,0,0,1,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,3
160,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,4
161,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,5
162,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,160,0,5,4,1,1,1,1,,,,,,,,,,1,4,5,5,4,5,5,3,4,5,1,6,2,1,2,5,5,4,5,2,1,1,2,2,58,1,11.62,1,500,1,0,0,0,0,1,0,27,6
163,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,1
164,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,10,0,0,1,1,0,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,2
165,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,60,1,0,0,0,1,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,3
166,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,4
167,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,5
168,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,163,0,2,4,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,4,4,4,4,7,7,4,2,4,4,3,4,4,4,3,2,5,1,26,1,13.53,1,1500,1,0,0,0,0,0,0,28,6
169,0,0,0,0,0,0,0,1,30,0,0,0,1,0,1,30,1,0,1,0,0,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,1
170,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,2
171,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,3
172,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,4
173,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,20,1,1,0,0,0,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,5
174,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,170,0,1,4,1,2,1,2,,,,,,,,,,1,3,2,3,4,4,5,4,2,5,3,7,2,2,2,4,5,5,5,4,5,1,5,1,24,1,55.700001,1,500,1,0,0,0,0,0,0,29,6
175,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,1
176,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,2
177,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,30,1,0,1,0,1,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,3
178,0,0,0,0,0,0,0,1,60,1,0,1,0,1,0,5,0,1,0,0,0,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,4
179,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,5
180,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,40,1,0,1,0,1,184,0,1,3,2,2,2,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,6,23,1,4985.48,1,1500,1,0,0,0,0,0,0,30,6
181,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,231,0,1,4,2,2,1,1,,,,,,,,,,3,4,3,3,2,2,4,3,4,3,5,5,3,2,3,3,4,4,4,2,2,3,6,2,24,1,15.05,1,2500,1,0,0,0,0,0,0,31,1
