"","person","set","choice","cost_alt1","beach_25_alt1","beach_50_alt1","beach_75_alt1","beach_90_alt1","coastal_5_alt1","coastal_10_alt1","coastal_15_alt1","coastal_20_alt1","intl_3_alt1","intl_5_alt1","intl_10_alt1","intl_15_alt1","foreign_5_alt1","foreign_10_alt1","foreign_15_alt1","foreign_20_alt1","csplit_50home_alt1","csplit_75home_alt1","cost_alt2","beach_25_alt2","beach_50_alt2","beach_75_alt2","beach_90_alt2","coastal_5_alt2","coastal_10_alt2","coastal_15_alt2","coastal_20_alt2","intl_3_alt2","intl_5_alt2","intl_10_alt2","intl_15_alt2","foreign_5_alt2","foreign_10_alt2","foreign_15_alt2","foreign_20_alt2","csplit_50home_alt2","csplit_75home_alt2","cost_alt3","beach_25_alt3","beach_50_alt3","beach_75_alt3","beach_90_alt3","coastal_5_alt3","coastal_10_alt3","coastal_15_alt3","coastal_20_alt3","intl_3_alt3","intl_5_alt3","intl_10_alt3","intl_15_alt3","foreign_5_alt3","foreign_10_alt3","foreign_15_alt3","foreign_20_alt3","csplit_50home_alt3","csplit_75home_alt3","gender1","education1","income_num","household","hhchildren","environorg","sector_fishprocess","sector_renewable","sector_oilgas","sector_marine_other","sector_no_marine","yourbeachplastic","intlplasticexperience","usavisit"
"308",63,3,3,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16250.5,2,0,1,0,0,0,0,1,1,1,2
"309",63,4,1,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16250.5,2,0,1,0,0,0,0,1,1,1,2
"310",63,5,1,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16250.5,2,0,1,0,0,0,0,1,1,1,2
"311",64,1,1,122.599906140988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,469.966306873789,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,1,0,2,0,0,0,0,1,5,1,2
"312",64,2,2,71.5166119155766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,1,0,2,0,0,0,0,1,5,1,2
"313",64,3,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,1,0,2,0,0,0,0,1,5,1,2
"314",64,4,2,153.249882676235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,71.5166119155766,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,1,0,2,0,0,0,0,1,5,1,2
"315",64,5,1,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12500,1,0,2,0,0,0,0,1,5,1,2
"356",73,1,3,469.966306873789,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25000.5,1,0,2,0,0,0,0,1,2,3,2
"357",73,2,1,71.5166119155766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25000.5,1,0,2,0,0,0,0,1,2,3,2
"358",73,3,2,153.249882676235,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,153.249882676235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25000.5,1,0,2,0,0,0,0,1,2,3,2
"359",73,4,1,153.249882676235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25000.5,1,0,2,0,0,0,0,1,2,3,2
"360",73,5,1,153.249882676235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,469.966306873789,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,25000.5,1,0,2,0,0,0,0,1,2,3,2
"386",79,1,3,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,469.966306873789,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,2,0,0,0,0,1,1,3,2
"387",79,2,3,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,153.249882676235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,2,0,0,0,0,1,1,3,2
"388",79,3,3,122.599906140988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71.5166119155766,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,2,0,0,0,0,1,1,3,2
"389",79,4,3,153.249882676235,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,469.966306873789,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,2,0,0,0,0,1,1,3,2
"390",79,5,3,122.599906140988,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,2,0,0,0,0,1,1,3,2
"396",81,1,1,122.599906140988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,469.966306873789,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,2,2
"397",81,2,1,71.5166119155766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,306.499765352471,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,2,2
"398",81,3,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,2,2
"399",81,4,2,153.249882676235,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,71.5166119155766,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,2,2
"400",81,5,2,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,2,2
"431",88,1,3,306.499765352471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306.499765352471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000.5,2,0,2,0,0,0,0,1,1,1,2
"432",88,2,3,71.5166119155766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,153.249882676235,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000.5,2,0,2,0,0,0,0,1,1,1,2
"433",88,3,2,469.966306873789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000.5,2,0,2,0,0,0,0,1,1,1,2
"434",88,4,3,153.249882676235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306.499765352471,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000.5,2,0,2,0,0,0,0,1,1,1,2
"435",88,5,1,71.5166119155766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,306.499765352471,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000.5,2,0,2,0,0,0,0,1,1,1,2
"441",90,1,2,306.499765352471,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,153.249882676235,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16250.5,2,0,2,0,0,0,0,1,1,1,2
"442",90,2,2,469.966306873789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,122.599906140988,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16250.5,2,0,2,0,0,0,0,1,1,1,2
"443",90,3,2,469.966306873789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16250.5,2,0,2,0,0,0,0,1,1,1,2
"444",90,4,2,469.966306873789,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,122.599906140988,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16250.5,2,0,2,0,0,0,0,1,1,1,2
"445",90,5,2,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71.5166119155766,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16250.5,2,0,2,0,0,0,0,1,1,1,2
"451",92,1,2,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,4,0,2,0,0,0,0,1,2,1,1
"452",92,2,1,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,4,0,2,0,0,0,0,1,2,1,1
"453",92,3,1,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,4,0,2,0,0,0,0,1,2,1,1
"454",92,4,1,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,4,0,2,0,0,0,0,1,2,1,1
"455",92,5,1,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,4,0,2,0,0,0,0,1,2,1,1
"456",93,1,2,469.966306873789,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85000.5,2,0,1,0,1,0,0,0,2,2,2
"457",93,2,1,71.5166119155766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85000.5,2,0,1,0,1,0,0,0,2,2,2
"458",93,3,3,153.249882676235,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,153.249882676235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85000.5,2,0,1,0,1,0,0,0,2,2,2
"459",93,4,2,153.249882676235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85000.5,2,0,1,0,1,0,0,0,2,2,2
"460",93,5,1,153.249882676235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,469.966306873789,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85000.5,2,0,1,0,1,0,0,0,2,2,2
"471",96,1,3,469.966306873789,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"472",96,2,3,306.499765352471,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,469.966306873789,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"473",96,3,3,469.966306873789,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"474",96,4,3,306.499765352471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,469.966306873789,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"475",96,5,3,153.249882676235,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"476",97,1,2,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"477",97,2,2,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"478",97,3,1,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"479",97,4,2,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"480",97,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"486",99,1,1,71.5166119155766,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,122.599906140988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,85000.5,5,2,2,0,0,0,0,1,1,2,2
"487",99,2,1,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,306.499765352471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,85000.5,5,2,2,0,0,0,0,1,1,2,2
"488",99,3,2,469.966306873789,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,153.249882676235,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,85000.5,5,2,2,0,0,0,0,1,1,2,2
"489",99,4,2,469.966306873789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,306.499765352471,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,85000.5,5,2,2,0,0,0,0,1,1,2,2
"490",99,5,2,306.499765352471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,153.249882676235,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,85000.5,5,2,2,0,0,0,0,1,1,2,2
"506",103,1,2,153.249882676235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,71.5166119155766,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12500,1,1,2,0,0,0,0,1,1,1,2
"507",103,2,3,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12500,1,1,2,0,0,0,0,1,1,1,2
"508",103,3,1,71.5166119155766,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12500,1,1,2,0,0,0,0,1,1,1,2
"509",103,4,3,153.249882676235,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,469.966306873789,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12500,1,1,2,0,0,0,0,1,1,1,2
"510",103,5,1,71.5166119155766,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,122.599906140988,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12500,1,1,2,0,0,0,0,1,1,1,2
"526",107,1,2,153.249882676235,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,71.5166119155766,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,2,0,0,0,0,1,1,1,2
"527",107,2,2,122.599906140988,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,71.5166119155766,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,2,0,0,0,0,1,1,1,2
"528",107,3,2,122.599906140988,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,71.5166119155766,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,2,0,0,0,0,1,1,1,2
"529",107,4,2,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,153.249882676235,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,2,0,0,0,0,1,1,1,2
"530",107,5,3,153.249882676235,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,153.249882676235,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12500,1,0,2,0,0,0,0,1,1,1,2
"541",110,1,2,306.499765352471,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,153.249882676235,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"542",110,2,2,469.966306873789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,122.599906140988,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"543",110,3,2,469.966306873789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"544",110,4,2,469.966306873789,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,122.599906140988,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"545",110,5,2,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71.5166119155766,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"591",120,1,2,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"592",120,2,2,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"593",120,3,1,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"594",120,4,2,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"595",120,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,0,2,0,0,0,0,1,1,1,2
"611",124,1,3,122.599906140988,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,122.599906140988,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000.5,3,0,2,0,0,0,0,1,1,1,2
"612",124,2,3,71.5166119155766,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,122.599906140988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000.5,3,0,2,0,0,0,0,1,1,1,2
"613",124,3,3,122.599906140988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,469.966306873789,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40000.5,3,0,2,0,0,0,0,1,1,1,2
