line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,q1,q2,q3,q4,q4_other,q5_1,q5_2,q5_3,q6,q7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,block,choice1,choice2,choice3,choice4,choice5,choice6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q28,angling,scuba,q31,q32,q33,q34,earner,q36_1,q36_2,q36_3,edu,job,age,country,dist_db,dist_coast,dist_nsea,dist2_db,dist2_coast,dist2_nsea,inttime,resumed,income,lnincome,hhsize,children,child,firstcard,job1,job2,job3,job4,job5,job6,job7,job8,certainty1,certainty2,certainty3,certainty4,certainty5,certainty6,certainty,status,secfish,secrenew,secoil,secmarine,marinesector,coast1m,coast2m,coast4m,coast6m,coast10m,coast25m,coast50m,tottime,lntottime,tottimek,tottimek2,incomek,id,set
38,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,.94379997,.8907584,12,7,2
39,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,.94379997,.8907584,12,7,3
40,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,.94379997,.8907584,12,7,4
41,1,0,0,0,0,0,0,0,10,0,0,1,0,1,1,20,1,1,0,0,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,.94379997,.8907584,12,7,5
42,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,130,1,6,0,1,4,2,NA,4,4,2,1,1,0,0,2,3,1,0,0,1,1,2,0,0,1,3,1,1,1,4,1,3,1,2,3,3,1,1,5,5,5,5,5,1,5,4,1,7,1,1,3,5,5,5,5,1,1,0,0,0,3,3,8,7,1,0,0,1,2,8,67,1,353.509368896484,3.33574175834656,133.690353393555,354.773803710938,3.83465313911438,134.520095825195,15.73,1,12000,9.392662,1,0,0,4,0,0,0,0,0,0,0,1,5,4,4,4,3,5,25,0,0,0,0,0,0,0,0,1,1,1,1,1,943.79999,6.8499141,.94379997,.8907584,12,7,6
43,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,1
44,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,2
45,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,3
46,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,4
47,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,5
48,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,131,0,1,0,3,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,0,0,3,0,NA,3,0,0,0,3,0,1,0,4,2,3,1,2,2,3,3,4,3,4,5,5,3,4,5,3,4,4,3,3,2,5,4,4,4,3,3,0,0,1,2,1,4,1,0,0,2,0,5,2,22,1,360.055603027344,74.2831649780273,74.2831649780273,401.623657226562,18.4038429260254,27.2828617095947,19.67,1,500,6.2146082,2,0,0,3,0,1,0,0,0,0,0,0,3,3,3,4,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1180.2,7.0734391,1.1802,1.392872,.5,8,6
49,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,1
50,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,2
51,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,3
52,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,4
53,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,5
54,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,132,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,2,3,0,1,0,NA,2,1,1,0,1,0,1,1,4,2,3,3,3,2,3,2,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,1,0,1,2,1,5,2,0,0,2,0,4,2,21,1,282.857116699219,52.7280540466309,52.7280540466309,305.151336669922,76.417610168457,76.417610168457,18.120001,1,1500,7.3132205,2,0,0,2,0,1,0,0,0,0,0,0,3,4,3,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1087.2001,6.9913611,1.0872,1.182004,1.5,9,6
55,1,0,0,0,0,0,0,0,30,0,0,0,1,0,0,30,1,0,1,0,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,1
56,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,2
57,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,3
58,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,4
59,1,0,0,0,0,0,0,0,10,0,0,1,0,1,1,20,1,1,0,0,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,5
60,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,133,1,5,0,1,4,3,NA,4,4,4,0,0,1,0,0,0,3,0,2,0,NA,2,1,1,0,1,1,1,1,4,3,3,2,3,3,3,2,2,2,3,2,2,3,4,4,4,7,7,3,2,2,4,4,4,4,4,4,0,0,0,3,4,6,2,1,0,2,0,1,5,62,1,251.568176269531,27.3101100921631,27.3101100921631,222.799133300781,1.45812010765076,1.45812010765076,16.450001,1,1500,7.3132205,2,0,0,1,0,0,0,0,1,0,0,0,4,4,3,4,4,4,23,0,0,0,0,0,0,1,1,1,1,1,1,1,987.00006,6.89467,.98700005,.97416908,1.5,10,6
61,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,1
62,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,2
63,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,3
64,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,4
65,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,5
66,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,134,0,5,0,1,5,3,NA,3,3,2,1,1,1,0,0,0,3,0,2,1,0,3,0,0,1,1,1,1,1,4,1,2,1,2,1,3,1,3,1,2,4,2,4,4,5,2,3,7,5,4,3,4,5,5,5,4,2,1,1,0,3,4,5,2,1,0,1,0,4,8,59,1,376.012847900391,48.7770538330078,48.7770538330078,372.054870605469,48.2894744873047,48.2894744873047,22.82,1,1500,7.3132205,1,0,0,6,0,0,0,0,0,0,0,1,5,4,5,5,5,5,29,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2,7.221982,1.3692,1.8747087,1.5,11,6
67,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,1
68,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,2
69,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,3
70,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,4
71,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,5
72,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,135,1,6,0,1,6,NA,NA,4,4,4,0,0,2,0,0,0,3,0,1,1,1,3,0,0,0,1,1,0,1,4,1,3,1,3,2,3,2,3,4,3,3,3,4,2,4,4,4,5,4,4,4,3,5,4,4,3,2,0,0,0,3,4,5,2,1,0,0,2,3,8,72,1,432.438690185547,23.2148056030273,24.6623764038086,430.732574462891,29.3718662261963,29.3718662261963,160.25,1,1500,7.3132205,2,0,0,5,0,0,0,0,0,0,0,1,3,4,3,3,4,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,9615,9.1710796,9.6149998,92.448219,1.5,12,6
73,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,136,1,5,0,1,6,NA,NA,4,4,4,0,1,0,0,1,3,2,0,0,1,1,3,1,0,0,1,1,1,1,4,1,3,2,2,2,3,1,4,3,5,3,5,5,3,4,5,7,7,3,3,4,5,5,5,5,4,3,0,0,0,2,3,3,2,1,0,2,0,1,5,56,1,495.562103271484,33.3871383666992,110.625144958496,471.390014648438,33.508659362793,82.6596145629883,71.830002,1,1500,7.3132205,2,0,0,4,0,0,0,0,1,0,0,0,5,5,5,5,4,5,29,0,0,0,0,0,0,0,0,0,0,0,1,1,4309.8003,8.3686466,4.3098001,18.574377,1.5,13,1
74,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,136,1,5,0,1,6,NA,NA,4,4,4,0,1,0,0,1,3,2,0,0,1,1,3,1,0,0,1,1,1,1,4,1,3,2,2,2,3,1,4,3,5,3,5,5,3,4,5,7,7,3,3,4,5,5,5,5,4,3,0,0,0,2,3,3,2,1,0,2,0,1,5,56,1,495.562103271484,33.3871383666992,110.625144958496,471.390014648438,33.508659362793,82.6596145629883,71.830002,1,1500,7.3132205,2,0,0,4,0,0,0,0,1,0,0,0,5,5,5,5,4,5,29,0,0,0,0,0,0,0,0,0,0,0,1,1,4309.8003,8.3686466,4.3098001,18.574377,1.5,13,2
75,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,136,1,5,0,1,6,NA,NA,4,4,4,0,1,0,0,1,3,2,0,0,1,1,3,1,0,0,1,1,1,1,4,1,3,2,2,2,3,1,4,3,5,3,5,5,3,4,5,7,7,3,3,4,5,5,5,5,4,3,0,0,0,2,3,3,2,1,0,2,0,1,5,56,1,495.562103271484,33.3871383666992,110.625144958496,471.390014648438,33.508659362793,82.6596145629883,71.830002,1,1500,7.3132205,2,0,0,4,0,0,0,0,1,0,0,0,5,5,5,5,4,5,29,0,0,0,0,0,0,0,0,0,0,0,1,1,4309.8003,8.3686466,4.3098001,18.574377,1.5,13,3
